transmissivity,mean_photon_number,purity,wigner_normalization,wigner_negativity
1.0,2.2005587581452577,1.0,0.9999765589998858,0.240587530008103
0.8,1.7604470065286608,0.5920746565560157,0.9999942529970944,0.06575789482153949
0.5,1.100279379079398,0.5217324594444502,0.9999996256311602,0.0
0.2,0.4401117516313484,0.5920746565560157,0.9999999948911602,0.0
